meters,garage,firepl,bsmt,bdevl,assess_2022
244.33,Y,Y,Y,Y,682000
240.52,Y,Y,Y,Y,720000
238.38,Y,Y,Y,Y,683000
187.38,Y,Y,Y,Y,663000
168.8,Y,Y,Y,Y,668000
141.39,Y,Y,Y,Y,573000
223.33,Y,Y,Y,Y,587000
178.93,Y,Y,Y,Y,681000
162.67,Y,Y,Y,Y,606000
252.6,Y,Y,Y,Y,746000
164.06,Y,Y,Y,Y,665000
208.56,Y,Y,Y,Y,624000
213.49,Y,Y,Y,Y,688000
156.91,Y,Y,Y,Y,606000
244.79,Y,Y,Y,N,719000
303.6,Y,Y,Y,Y,807000
215.9,Y,Y,Y,N,590000
238.01,Y,Y,Y,Y,728000
172.24,Y,Y,Y,Y,679000
216.27,Y,Y,Y,Y,625000
133.96,Y,Y,Y,Y,477000
170.66,Y,N,Y,Y,472000
152.63,Y,Y,Y,Y,468000
204.57,Y,Y,Y,Y,526000
203.64,Y,Y,Y,N,552000
161.27,Y,Y,Y,Y,482000
211.91,Y,Y,Y,Y,559000
191.38,Y,Y,Y,Y,575000
208.84,Y,Y,Y,Y,547000
198.81,Y,Y,Y,Y,529000
119.93,Y,Y,Y,Y,467000
126.99,Y,Y,Y,Y,441000
188.31,Y,Y,Y,Y,501000
174.37,Y,Y,Y,N,474000
274.34,Y,Y,Y,Y,724000
218.41,Y,Y,Y,Y,543000
217.76,Y,Y,Y,N,546000
115.85,Y,Y,Y,Y,467000
188.4,Y,Y,Y,Y,517000
177.9,Y,Y,Y,Y,516000
183.76,Y,Y,Y,Y,500000
171.03,Y,Y,Y,Y,477000
210.79,Y,Y,Y,Y,531000
136.47,Y,Y,Y,Y,499000
200.39,Y,Y,Y,Y,536000
202.99,Y,Y,Y,Y,556000
170.66,Y,Y,Y,N,472000
164.43,Y,Y,Y,Y,489000
210.42,Y,Y,Y,Y,547000
139.07,Y,Y,Y,Y,512000
170.66,Y,Y,Y,Y,462000
161.09,Y,N,Y,N,441000
149.1,Y,Y,Y,Y,450000
150.68,Y,Y,Y,N,448000
150.03,Y,Y,Y,Y,524000
202.8,Y,Y,Y,N,561000
174.37,Y,Y,Y,Y,510000
132.29,Y,Y,Y,Y,515000
204.57,Y,Y,Y,Y,538000
178.09,Y,Y,Y,Y,524000
208.47,Y,Y,Y,N,526000
200.11,Y,Y,Y,Y,567000
129.13,Y,Y,Y,Y,556000
137.21,Y,Y,Y,Y,590000
127.46,Y,Y,Y,Y,527000
131.36,Y,N,Y,Y,494000
200.11,Y,Y,Y,Y,575000
174.37,Y,Y,Y,Y,565000
164.43,Y,Y,Y,Y,641000
217.39,Y,Y,Y,Y,578000
202.99,Y,Y,Y,N,545000
188.4,Y,Y,Y,Y,539000
219.62,Y,Y,Y,Y,546000
95.22,Y,N,Y,Y,397000
96.99,Y,Y,Y,Y,406000
98.01,Y,Y,Y,Y,408000
117.89,Y,Y,Y,Y,437000
95.69,Y,Y,Y,Y,405000
102.28,Y,N,Y,N,401000
86.95,Y,N,Y,Y,388000
95.59,Y,N,Y,Y,389000
102.37,Y,Y,Y,Y,403000
116.59,Y,Y,Y,Y,442000
93.64,Y,N,Y,Y,390000
140.65,Y,Y,Y,Y,432000
131.36,Y,Y,Y,N,414000
111.01,Y,Y,Y,Y,447000
99.68,Y,Y,Y,Y,416000
116.87,Y,N,Y,Y,433000
93.64,Y,Y,Y,Y,407000
142.6,Y,N,Y,Y,434000
120.21,Y,Y,Y,Y,446000
96.24,Y,Y,Y,Y,416000
113.62,Y,Y,Y,Y,436000
116.4,Y,Y,Y,Y,446000
165.73,Y,Y,Y,Y,464000
111.85,Y,Y,Y,N,428000
158.02,Y,Y,Y,Y,453000
160.16,Y,Y,Y,Y,452000
123.28,Y,Y,Y,Y,453000
183.76,Y,Y,Y,N,482000
167.03,Y,Y,Y,Y,449000
102.47,Y,Y,Y,N,396000
95.78,Y,Y,Y,Y,397000
120.68,Y,Y,Y,N,423000
160.07,Y,Y,Y,Y,469000
120.12,Y,Y,Y,Y,458000
113.62,Y,N,Y,N,422000
127.18,Y,Y,Y,Y,467000
102.93,Y,Y,Y,Y,437000
115.19,Y,Y,Y,Y,449000
95.87,Y,Y,Y,Y,449000
131.17,Y,Y,Y,Y,524000
117.61,Y,Y,Y,Y,530000
124.76,Y,Y,Y,Y,507000
103.49,Y,Y,Y,Y,440000
117.89,Y,Y,Y,Y,439000
167.78,Y,Y,Y,Y,500000
156.63,Y,Y,Y,Y,455000
118.26,Y,Y,Y,Y,454000
100.79,Y,N,Y,Y,432000
120.4,Y,Y,Y,Y,454000
130.34,Y,Y,Y,Y,468000
196.3,Y,Y,Y,Y,1001000
268.76,Y,Y,Y,Y,928000
188.96,Y,Y,Y,Y,815000
200.2,Y,Y,Y,Y,833000
210.14,Y,Y,Y,Y,809000
233.74,Y,Y,Y,Y,875000
214.79,Y,Y,Y,Y,826000
368.54,Y,Y,Y,Y,1194000
212.56,Y,Y,Y,Y,910000
217.67,Y,Y,Y,Y,783000
170.19,Y,Y,Y,Y,856000
211.16,Y,Y,Y,Y,772000
144.83,Y,Y,Y,N,732000
163.78,Y,Y,Y,Y,858000
154.31,Y,Y,Y,Y,826000
162.58,Y,Y,Y,Y,867000
216.64,Y,Y,Y,Y,818000
294.68,Y,Y,Y,Y,865000
226.77,Y,Y,Y,N,583000
237.08,Y,Y,Y,N,634000
139.44,Y,Y,Y,Y,507000
142.14,Y,Y,Y,Y,519000
213.58,Y,Y,Y,Y,595000
222.5,Y,Y,Y,Y,576000
130.52,Y,Y,Y,Y,514000
151.52,Y,Y,Y,Y,564000
169.54,Y,Y,Y,Y,589000
209.31,Y,Y,Y,Y,564000
149.29,Y,Y,Y,Y,550000
228.72,Y,Y,Y,N,555000
135.45,Y,Y,Y,Y,533000
116.77,Y,Y,Y,Y,428000
98.01,Y,N,Y,Y,401000
167.96,Y,Y,Y,Y,472000
122.35,Y,N,Y,Y,466000
228.54,Y,N,Y,N,548000
165.36,Y,Y,Y,Y,487000
153.75,Y,Y,Y,Y,451000
166.85,Y,Y,Y,Y,463000
165.36,Y,Y,Y,Y,447000
123.09,Y,Y,Y,Y,453000
132.01,Y,Y,Y,Y,425000
149.48,Y,Y,Y,N,424000
123.37,Y,Y,Y,Y,454000
90.02,Y,Y,Y,Y,403000
102.19,Y,Y,Y,N,374000
99.68,Y,Y,Y,Y,389000
119.93,Y,Y,Y,Y,413000
103.12,Y,Y,Y,Y,399000
102.19,Y,N,Y,N,375000
116.96,Y,N,Y,Y,424000
103.86,Y,Y,Y,Y,423000
165.55,Y,Y,Y,Y,440000
132.85,Y,Y,Y,Y,403000
114.73,Y,Y,Y,Y,434000
156.63,Y,Y,Y,Y,438000
142.69,Y,Y,Y,Y,435000
121.42,Y,N,Y,Y,450000
116.59,Y,Y,Y,Y,458000
179.3,Y,Y,Y,Y,487000
99.96,Y,Y,Y,Y,419000
110.64,Y,Y,Y,Y,437000
143.9,Y,Y,Y,Y,441000
96.89,Y,N,Y,Y,418000
173.72,Y,Y,Y,Y,481000
94.2,Y,N,Y,N,406000
206.89,Y,Y,Y,Y,565000
123.65,Y,Y,Y,Y,456000
167.5,Y,Y,Y,N,447000
117.7,Y,Y,Y,Y,459000
123.46,Y,Y,Y,Y,466000
122.53,Y,Y,Y,Y,435000
100.61,Y,Y,Y,Y,412000
115.29,Y,Y,Y,Y,424000
111.48,Y,Y,Y,Y,436000
132.1,Y,N,Y,Y,403000
116.22,Y,Y,Y,Y,442000
125.41,Y,Y,Y,Y,446000
135.26,Y,Y,Y,N,416000
111.29,Y,Y,Y,Y,426000
121.88,Y,N,Y,Y,461000
140.0,Y,Y,Y,Y,435000
170.56,Y,Y,Y,N,486000
109.25,Y,N,Y,Y,436000
146.78,Y,N,Y,Y,454000
140.65,Y,Y,Y,Y,479000
146.97,Y,Y,Y,Y,446000
87.32,Y,Y,Y,N,395000
242.75,Y,N,Y,N,516000
95.78,Y,N,Y,N,391000
111.94,Y,N,Y,Y,425000
141.39,Y,Y,Y,N,436000
128.48,Y,Y,Y,Y,416000
163.41,Y,Y,Y,N,444000
121.79,Y,Y,Y,Y,445000
146.87,Y,Y,Y,Y,431000
118.63,Y,Y,Y,Y,440000
105.9,Y,Y,Y,Y,421000
144.46,Y,Y,Y,Y,433000
142.42,Y,Y,Y,Y,448000
115.94,Y,N,Y,Y,426000
170.19,Y,Y,Y,Y,483000
177.72,Y,Y,Y,N,513000
149.66,Y,Y,Y,Y,569000
145.57,Y,Y,Y,Y,459000
121.7,Y,Y,Y,Y,405000
102.19,Y,Y,Y,Y,412000
116.4,Y,Y,Y,Y,456000
112.04,Y,Y,Y,Y,429000
147.62,Y,Y,Y,Y,445000
129.5,Y,Y,Y,Y,421000
147.62,Y,Y,Y,N,428000
126.34,Y,Y,Y,Y,446000
100.24,Y,N,Y,Y,395000
156.82,Y,Y,Y,Y,461000
171.4,Y,Y,Y,Y,475000
125.88,Y,Y,Y,Y,474000
139.26,Y,Y,Y,Y,447000
130.15,Y,Y,Y,N,403000
145.48,Y,Y,Y,Y,436000
115.75,Y,N,Y,Y,417000
145.76,Y,Y,Y,Y,436000
163.13,Y,N,Y,Y,463000
147.9,Y,Y,Y,N,432000
171.87,Y,Y,Y,Y,457000
97.73,Y,Y,Y,Y,412000
136.47,Y,Y,Y,Y,425000
115.66,Y,Y,Y,N,452000
109.25,Y,Y,Y,Y,427000
100.14,Y,Y,Y,Y,412000
121.98,Y,Y,Y,N,422000
135.91,Y,Y,Y,Y,432000
131.92,Y,Y,Y,Y,493000
171.96,Y,Y,Y,Y,470000
112.04,Y,Y,Y,N,424000
123.65,Y,N,Y,Y,451000
116.4,Y,Y,Y,Y,448000
151.43,Y,Y,Y,N,454000
146.22,Y,Y,Y,N,432000
168.71,Y,Y,Y,N,465000
119.84,Y,Y,Y,Y,452000
132.75,Y,Y,Y,Y,480000
167.03,Y,Y,Y,Y,471000
120.58,Y,Y,Y,Y,468000
103.95,Y,Y,Y,Y,426000
122.81,Y,Y,Y,Y,456000
129.5,Y,Y,Y,Y,409000
115.85,Y,Y,Y,Y,451000
134.24,Y,Y,Y,Y,438000
130.8,Y,Y,Y,Y,432000
135.91,Y,Y,Y,Y,449000
113.52,Y,Y,Y,Y,447000
134.7,Y,Y,Y,Y,472000
119.65,Y,Y,Y,N,445000
152.26,Y,Y,Y,Y,438000
140.0,Y,Y,Y,Y,431000
117.42,Y,N,Y,Y,459000
124.3,Y,Y,Y,Y,459000
136.28,Y,Y,Y,Y,422000
116.68,Y,N,Y,Y,405000
111.94,Y,Y,Y,Y,439000
102.1,Y,Y,Y,Y,425000
120.68,Y,Y,Y,Y,449000
109.25,Y,Y,Y,Y,433000
172.33,Y,Y,Y,Y,469000
114.82,Y,Y,Y,Y,439000
85.563,Y,Y,Y,N,400000
151.24,Y,Y,Y,Y,449000
157.74,Y,Y,Y,Y,449000
120.68,Y,Y,Y,Y,448000
140.93,Y,Y,Y,Y,432000
158.3,Y,Y,Y,Y,440000
139.44,Y,N,Y,Y,431000
168.52,Y,Y,Y,N,457000
168.61,Y,Y,Y,Y,467000
179.2,Y,Y,Y,Y,481000
130.71,Y,Y,Y,Y,463000
172.05,Y,N,Y,Y,468000
125.23,Y,Y,Y,Y,467000
141.11,Y,Y,Y,Y,438000
142.51,Y,N,Y,N,447000
175.86,Y,N,Y,Y,472000
129.41,Y,Y,Y,Y,470000
139.81,Y,Y,Y,Y,433000
122.91,Y,Y,Y,Y,465000
139.54,Y,N,Y,Y,463000
161.55,Y,Y,Y,Y,452000
141.21,Y,Y,Y,Y,445000
135.17,Y,N,Y,Y,426000
117.15,Y,N,Y,Y,447000
138.7,Y,Y,Y,Y,440000
135.35,Y,Y,Y,Y,438000
175.86,Y,N,Y,N,452000
130.15,Y,Y,Y,N,444000
131.45,Y,Y,Y,Y,415000
132.75,Y,N,Y,Y,460000
121.79,Y,Y,Y,Y,460000
154.12,Y,N,Y,Y,441000
132.29,Y,Y,Y,Y,425000
150.13,Y,Y,Y,Y,680000
148.92,Y,Y,Y,Y,636000
193.7,Y,Y,Y,Y,645000
199.92,Y,Y,Y,Y,666000
147.71,Y,Y,Y,Y,658000
203.36,Y,Y,Y,Y,642000
196.3,Y,Y,Y,Y,658000
203.55,Y,Y,Y,Y,637000
203.45,Y,Y,Y,N,627000
157.37,Y,Y,Y,Y,720000
147.99,Y,Y,Y,Y,687000
199.83,Y,Y,Y,Y,644000
147.99,Y,Y,Y,Y,674000
200.94,Y,Y,Y,Y,649000
199.83,Y,Y,Y,Y,641000
207.91,Y,Y,Y,Y,645000
143.07,Y,Y,Y,Y,588000
171.31,Y,Y,Y,Y,570000
131.64,Y,Y,Y,Y,629000
218.13,Y,Y,Y,Y,635000
202.52,Y,Y,Y,Y,642000
171.22,Y,Y,Y,Y,583000
136.28,Y,Y,Y,Y,652000
172.79,Y,Y,Y,Y,587000
113.52,Y,Y,Y,Y,583000
215.62,Y,Y,Y,Y,670000
234.95,Y,Y,Y,Y,697000
142.88,Y,Y,Y,Y,661000
203.36,Y,Y,Y,Y,631000
206.98,Y,Y,Y,Y,639000
194.16,Y,Y,Y,Y,631000
200.39,Y,Y,Y,Y,651000
151.89,Y,Y,Y,Y,642000
130.06,Y,Y,Y,Y,603000
204.47,Y,Y,Y,Y,623000
137.86,Y,Y,Y,Y,626000
208.38,Y,Y,Y,Y,640000
206.89,Y,Y,Y,Y,628000
203.27,Y,Y,Y,Y,624000
202.62,Y,Y,Y,Y,617000
201.5,Y,Y,Y,Y,628000
142.88,Y,Y,Y,Y,663000
223.33,Y,Y,Y,Y,637000
202.62,Y,Y,Y,Y,618000
220.27,Y,Y,Y,Y,671000
186.36,Y,Y,Y,Y,600000
206.89,Y,Y,Y,Y,612000
195.0,Y,Y,Y,Y,585000
168.43,Y,Y,Y,Y,520000
171.68,Y,Y,Y,N,509000
218.87,Y,Y,Y,Y,572000
135.73,Y,Y,Y,Y,524000
202.62,Y,Y,Y,Y,560000
180.23,Y,Y,Y,Y,539000
179.2,Y,Y,Y,Y,542000
118.63,Y,N,Y,Y,445000
149.38,Y,Y,Y,Y,454000
168.52,Y,Y,Y,Y,469000
118.17,Y,N,Y,Y,432000
198.99,Y,Y,Y,N,504000
148.08,Y,Y,Y,Y,456000
125.88,Y,N,Y,N,421000
186.08,Y,Y,Y,Y,522000
125.41,Y,Y,Y,Y,459000
142.14,Y,Y,Y,Y,455000
159.7,Y,Y,Y,Y,456000
180.88,Y,Y,Y,Y,493000
170.19,Y,Y,Y,N,467000
170.1,Y,Y,Y,Y,474000
179.48,Y,Y,Y,Y,524000
149.38,Y,Y,Y,Y,605000
173.44,Y,Y,Y,Y,496000
181.81,Y,Y,Y,Y,531000
154.68,Y,Y,Y,Y,472000
173.07,Y,N,Y,Y,480000
164.34,Y,Y,Y,Y,471000
170.47,Y,Y,Y,Y,489000
201.78,Y,Y,Y,Y,533000
148.64,Y,Y,Y,Y,511000
168.24,Y,Y,Y,N,506000
201.04,Y,Y,Y,Y,532000
189.98,Y,Y,Y,Y,511000
133.96,Y,Y,Y,Y,460000
173.54,Y,Y,Y,N,463000
171.77,Y,Y,Y,Y,465000
116.68,Y,Y,Y,Y,461000
115.38,Y,N,Y,Y,438000
159.14,Y,Y,Y,Y,449000
122.72,Y,Y,Y,Y,462000
170.29,Y,Y,Y,Y,457000
175.86,Y,Y,Y,Y,502000
138.79,Y,Y,Y,Y,490000
183.29,Y,Y,Y,N,503000
144.65,Y,Y,Y,Y,501000
167.31,Y,Y,Y,Y,480000
127.18,Y,Y,Y,Y,485000
128.29,Y,Y,Y,Y,476000
109.53,Y,N,Y,Y,451000
169.64,Y,Y,Y,Y,482000
143.9,Y,Y,Y,N,446000
166.57,Y,Y,Y,Y,469000
166.76,Y,N,Y,Y,455000
203.64,Y,Y,Y,Y,520000
150.78,Y,Y,Y,N,446000
169.64,Y,Y,Y,Y,485000
183.39,Y,Y,Y,Y,523000
153.94,Y,Y,Y,Y,572000
203.55,Y,Y,Y,Y,541000
200.02,Y,Y,Y,Y,568000
199.92,Y,Y,Y,N,531000
172.24,Y,Y,Y,Y,474000
116.87,Y,Y,Y,Y,470000
138.89,Y,N,Y,Y,445000
140.09,Y,Y,Y,Y,450000
119.75,Y,Y,Y,Y,449000
172.33,Y,Y,Y,Y,485000
167.41,Y,Y,Y,Y,469000
135.35,Y,N,Y,Y,474000
203.64,Y,Y,Y,Y,511000
227.24,Y,Y,Y,N,533000
203.17,Y,Y,Y,Y,519000
103.49,Y,Y,Y,Y,420000
203.64,Y,Y,Y,N,523000
134.89,Y,Y,Y,Y,476000
205.96,Y,Y,Y,Y,531000
145.11,Y,Y,Y,Y,565000
135.73,Y,Y,Y,Y,517000
203.45,Y,Y,Y,Y,545000
203.64,Y,Y,Y,N,549000
166.38,Y,Y,Y,N,472000
167.31,Y,Y,Y,N,448000
134.52,Y,Y,Y,Y,475000
203.64,Y,Y,Y,Y,517000
137.68,Y,Y,Y,Y,485000
171.59,Y,Y,Y,Y,472000
156.35,Y,Y,Y,Y,445000
149.66,Y,Y,Y,N,432000
197.69,Y,Y,Y,Y,503000
171.77,Y,Y,Y,Y,470000
160.72,Y,Y,Y,N,449000
125.41,Y,Y,Y,Y,440000
196.58,Y,Y,Y,Y,494000
154.59,Y,Y,Y,Y,455000
205.12,Y,Y,Y,Y,515000
136.1,Y,Y,Y,Y,450000
144.92,Y,Y,Y,Y,452000
112.41,Y,Y,Y,Y,431000
118.45,Y,N,Y,Y,426000
168.24,Y,Y,Y,Y,463000
139.16,Y,Y,Y,Y,491000
165.73,Y,Y,Y,N,451000
132.29,Y,Y,Y,Y,496000
164.34,Y,Y,Y,Y,449000
206.89,Y,Y,Y,Y,519000
128.67,Y,Y,Y,Y,466000
118.91,Y,Y,Y,Y,439000
182.74,Y,Y,Y,Y,504000
186.92,Y,Y,Y,Y,513000
167.13,Y,Y,Y,Y,469000
182.74,Y,Y,Y,Y,500000
166.48,Y,Y,Y,N,494000
165.27,Y,Y,Y,Y,594000
142.88,Y,Y,Y,Y,552000
136.28,Y,Y,Y,Y,458000
187.84,Y,Y,Y,Y,506000
164.71,Y,Y,Y,N,458000
159.7,Y,Y,Y,Y,466000
178.37,Y,Y,Y,N,464000
182.92,Y,Y,Y,N,487000
195.18,Y,Y,Y,Y,515000
186.17,Y,Y,Y,Y,501000
143.9,Y,Y,Y,Y,458000
168.43,Y,Y,Y,Y,483000
187.1,Y,Y,Y,Y,520000
203.64,Y,Y,Y,N,503000
180.23,Y,Y,Y,N,499000
218.6,Y,Y,Y,Y,544000
159.7,Y,Y,Y,Y,484000
195.83,Y,Y,Y,Y,535000
184.69,Y,Y,Y,Y,528000
205.12,Y,Y,Y,Y,549000
202.62,Y,Y,Y,Y,548000
156.26,Y,Y,Y,Y,490000
167.59,Y,Y,Y,Y,490000
204.47,Y,Y,Y,Y,528000
204.94,Y,Y,Y,Y,528000
176.79,Y,Y,Y,Y,478000
129.22,Y,N,Y,Y,477000
211.26,Y,Y,Y,Y,527000
192.12,Y,Y,Y,Y,489000
186.17,Y,Y,Y,Y,500000
166.66,Y,Y,Y,Y,445000
142.23,Y,Y,Y,Y,538000
187.29,Y,Y,Y,Y,536000
176.23,Y,Y,Y,N,484000
208.19,Y,Y,Y,Y,536000
179.76,Y,Y,Y,Y,526000
200.76,Y,Y,Y,Y,529000
179.2,Y,Y,Y,Y,514000
170.47,Y,Y,Y,Y,518000
203.36,Y,Y,Y,N,619000
113.52,Y,Y,Y,Y,517000
202.52,Y,Y,Y,Y,580000
206.98,Y,Y,Y,Y,590000
109.25,Y,Y,Y,Y,446000
171.77,Y,Y,Y,Y,640000
177.44,Y,Y,Y,Y,691000
157.28,Y,N,Y,Y,645000
156.35,Y,Y,Y,Y,648000
158.77,Y,Y,Y,Y,636000
144.83,Y,Y,Y,Y,587000
217.48,Y,Y,Y,N,594000
156.44,Y,Y,Y,Y,611000
168.43,Y,Y,Y,Y,623000
153.47,Y,Y,Y,Y,642000
170.56,Y,Y,Y,Y,698000
178.28,Y,Y,Y,Y,644000
159.7,Y,Y,Y,Y,637000
137.4,Y,Y,Y,Y,659000
161.46,Y,Y,Y,Y,720000
157.28,Y,Y,Y,Y,671000
162.02,Y,Y,Y,Y,717000
205.03,Y,Y,Y,Y,692000
189.52,Y,Y,Y,Y,628000
146.5,Y,Y,Y,Y,654000
213.3,Y,Y,Y,Y,577000
203.27,Y,Y,Y,N,559000
191.1,Y,Y,Y,Y,567000
217.11,Y,Y,Y,Y,639000
168.34,Y,Y,Y,Y,637000
132.75,Y,Y,Y,Y,552000
230.21,Y,Y,Y,N,656000
200.94,Y,Y,Y,Y,518000
120.86,Y,Y,Y,Y,457000
168.06,Y,Y,Y,Y,475000
133.87,Y,Y,Y,Y,476000
167.31,Y,Y,Y,N,466000
131.27,Y,Y,Y,Y,504000
175.58,Y,Y,Y,Y,524000
164.34,Y,Y,Y,Y,485000
205.22,Y,Y,Y,Y,577000
191.1,Y,Y,Y,Y,552000
151.98,Y,Y,Y,Y,462000
204.38,Y,Y,Y,N,515000
203.45,Y,Y,Y,Y,525000
203.64,Y,Y,Y,Y,513000
129.59,Y,Y,Y,Y,499000
130.06,Y,Y,Y,Y,464000
168.34,Y,Y,Y,Y,474000
175.86,Y,Y,Y,N,464000
172.24,Y,Y,Y,N,467000
168.24,Y,Y,Y,Y,468000
119.28,Y,Y,Y,Y,474000
132.29,Y,Y,Y,Y,441000
104.23,Y,N,Y,Y,452000
166.38,Y,Y,Y,Y,470000
124.58,Y,Y,Y,Y,461000
124.39,Y,Y,Y,Y,474000
179.11,Y,Y,Y,N,478000
128.48,Y,Y,Y,Y,455000
139.54,Y,Y,Y,N,423000
176.51,Y,Y,Y,N,463000
175.86,Y,Y,Y,Y,462000
171.68,Y,Y,Y,Y,469000
167.5,Y,Y,Y,Y,466000
141.49,Y,Y,Y,N,434000
109.53,Y,Y,Y,Y,435000
128.11,Y,Y,Y,Y,470000
106.74,Y,Y,Y,Y,439000
132.29,Y,Y,Y,N,400000
133.31,Y,N,Y,Y,417000
100.61,Y,N,Y,Y,426000
150.96,Y,Y,Y,Y,449000
132.29,Y,Y,Y,N,403000
130.99,Y,N,Y,Y,411000
102.47,Y,N,Y,Y,421000
191.1,Y,Y,Y,N,489000
146.32,Y,Y,Y,Y,455000
163.32,Y,Y,Y,N,445000
177.81,Y,Y,Y,Y,483000
135.08,Y,Y,Y,Y,434000
179.2,Y,Y,Y,Y,489000
165.64,Y,Y,Y,Y,460000
156.35,Y,Y,Y,Y,459000
200.29,Y,Y,Y,Y,521000
139.63,Y,Y,Y,Y,431000
163.32,Y,Y,Y,N,448000
177.44,Y,Y,Y,Y,494000
131.92,Y,Y,Y,Y,430000
131.73,Y,Y,Y,Y,489000
134.98,Y,Y,Y,Y,427000
180.88,Y,Y,Y,Y,485000
141.95,Y,Y,Y,Y,436000
124.3,Y,Y,Y,Y,480000
202.62,Y,Y,Y,N,517000
127.83,Y,Y,Y,Y,474000
221.85,Y,Y,Y,Y,546000
151.24,Y,Y,Y,Y,452000
176.23,Y,Y,Y,Y,468000
133.22,Y,Y,Y,Y,478000
173.35,Y,Y,Y,Y,491000
130.15,Y,Y,Y,Y,482000
139.91,Y,Y,Y,Y,446000
159.14,Y,Y,Y,N,456000
122.07,Y,Y,Y,Y,457000
170.56,Y,Y,Y,Y,469000
127.92,Y,Y,Y,Y,498000
197.79,Y,Y,Y,Y,594000
205.59,Y,Y,Y,Y,568000
173.26,Y,Y,Y,N,474000
169.17,Y,Y,Y,Y,480000
178.74,Y,Y,Y,Y,518000
202.62,Y,Y,Y,Y,534000
178.83,Y,Y,Y,N,485000
192.49,Y,Y,Y,Y,517000
168.52,Y,Y,Y,Y,483000
166.38,Y,Y,Y,Y,480000
176.79,Y,Y,Y,N,483000
132.94,Y,Y,Y,Y,479000
175.02,Y,Y,Y,Y,491000
138.89,Y,Y,Y,Y,482000
117.33,Y,Y,Y,Y,437000
165.83,Y,Y,Y,N,452000
151.89,Y,Y,Y,Y,448000
136.93,Y,Y,Y,Y,431000
116.4,Y,Y,Y,Y,452000
132.29,Y,Y,Y,Y,428000
163.32,Y,N,Y,N,437000
178.83,Y,Y,Y,Y,471000
140.46,Y,Y,Y,Y,441000
121.79,Y,Y,Y,Y,450000
163.32,Y,Y,Y,Y,450000
196.67,Y,Y,Y,N,495000
139.91,Y,N,Y,Y,427000
159.05,Y,Y,Y,Y,458000
163.32,Y,Y,Y,Y,453000
148.18,Y,N,Y,N,436000
140.46,Y,Y,Y,Y,431000
165.73,Y,Y,Y,Y,453000
146.97,Y,Y,Y,N,432000
131.55,Y,N,Y,Y,426000
163.32,Y,N,Y,Y,445000
153.1,Y,Y,Y,Y,439000
122.07,Y,Y,Y,Y,441000
167.03,Y,Y,Y,N,444000
178.83,Y,Y,Y,Y,490000
132.29,Y,Y,Y,N,423000
116.22,Y,N,Y,Y,441000
147.25,Y,Y,Y,Y,431000
173.72,Y,N,Y,Y,456000
144.74,Y,Y,Y,Y,442000
122.63,Y,Y,Y,Y,455000
165.73,Y,Y,Y,Y,457000
160.62,Y,Y,Y,Y,446000
103.86,Y,N,Y,Y,414000
148.92,Y,Y,Y,N,438000
130.9,Y,Y,Y,Y,458000
136.84,Y,Y,Y,Y,445000
133.96,Y,Y,Y,N,421000
156.35,Y,Y,Y,Y,464000
163.32,Y,Y,Y,N,435000
165.36,Y,Y,Y,Y,449000
140.19,Y,Y,Y,N,437000
116.4,Y,Y,Y,Y,441000
123.93,Y,Y,Y,Y,461000
145.57,Y,Y,Y,Y,436000
193.88,Y,Y,Y,Y,487000
139.72,Y,Y,Y,Y,434000
160.72,Y,Y,Y,Y,453000
130.99,Y,Y,Y,Y,426000
151.89,Y,Y,Y,N,438000
175.86,Y,Y,Y,N,458000
170.19,Y,Y,Y,Y,458000
163.23,Y,Y,Y,Y,446000
101.72,Y,Y,Y,Y,428000
185.8,Y,Y,Y,Y,467000
128.48,Y,Y,Y,Y,476000
178.83,Y,Y,Y,N,480000
151.89,Y,Y,Y,Y,456000
168.43,Y,Y,Y,Y,465000
190.54,Y,Y,Y,Y,505000
196.86,Y,Y,Y,Y,514000
179.2,Y,Y,Y,Y,475000
178.83,Y,Y,Y,Y,502000
136.75,Y,Y,Y,Y,475000
119.1,Y,Y,Y,Y,452000
160.62,Y,Y,Y,Y,455000
142.23,Y,Y,Y,Y,447000
130.8,Y,Y,Y,N,426000
98.66,Y,N,Y,Y,420000
180.88,Y,Y,Y,Y,492000
140.09,Y,Y,Y,Y,445000
179.11,Y,Y,Y,N,462000
163.32,Y,Y,Y,Y,455000
136.75,Y,Y,Y,Y,443000
164.8,Y,Y,Y,N,448000
129.87,Y,Y,Y,Y,474000
161.0,Y,Y,Y,N,453000
178.83,Y,Y,Y,Y,499000
139.81,Y,Y,Y,Y,432000
181.06,Y,Y,Y,Y,503000
209.31,Y,Y,Y,N,536000
196.39,Y,Y,Y,Y,529000
129.87,Y,Y,Y,N,477000
189.7,Y,Y,Y,N,542000
180.88,Y,Y,Y,Y,532000
179.2,Y,Y,Y,Y,512000
161.0,Y,Y,Y,Y,481000
204.38,Y,Y,Y,N,522000
103.86,Y,N,Y,Y,424000
171.03,Y,Y,Y,N,459000
124.58,Y,Y,Y,Y,459000
170.94,Y,Y,Y,N,468000
180.6,Y,Y,Y,N,497000
178.83,Y,Y,Y,Y,500000
176.51,Y,Y,Y,Y,468000
125.69,Y,Y,Y,Y,477000
139.72,Y,Y,Y,Y,482000
97.73,Y,N,Y,Y,425000
124.49,Y,Y,Y,Y,471000
146.5,Y,Y,Y,Y,440000
199.36,Y,Y,Y,N,526000
169.73,Y,Y,Y,Y,486000
